time,gps_time,latitude,longitude,depth,mag,id,place,type,channel,FS,startGPS,eventTime_GPS,SNR,mean_noise_level,integrated_signal_um,signal_duration,integrated_signal_um_per_s,peak_data_um,peak_data_um_mean_subtracted
01-Apr-2019 18:39:05,1238179163.857,-18.2058,65.3656,10,6,us2000k8ri,"262km NE of Port Mathurin, Mauritius",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238177964,1238179164,8.54976079140841,42.245835565699,87.3697694240371,1884.5,0.0463623079989584,0.192762019489826,0.150516183924127
02-Apr-2019 21:35:30,1238276148.049,52.1702,178.0709,7.98,6.4,us2000k9d7,"32km ENE of Kiska Volcano, Alaska",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238274948,1238276148,47.0010427237228,49.4215340438941,7535.08884706638,2566.75,2.93565358802625,14.4371178643516,14.3876963303077
05-Apr-2019 09:56:52,1238493430.723,30.4095,138.6839,383,5.9,us2000kans,"Izu Islands, Japan region",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238492231,1238493431,9.52418076582083,48.854563301814,96.3849327983805,2281.5,0.0422462997143899,0.232124245232895,0.183269681931081
05-Apr-2019 16:14:16,1238516074.716,-55.9308,-27.8522,57,6.4,us2000kav9,"94km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238514875,1238516075,27.0537871641897,70.7454410680411,1184.02551524712,2324.25,0.509422616003924,1.81219374783299,1.74144830676495
05-Apr-2019 18:46:42,1238525220.673,1.4513,-85.2664,10,5.8,us2000kaxv,"Off the coast of Ecuador",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238524021,1238525221,20.6435606524048,134.078440861883,797.313463378008,2894.5,0.275458097556748,1.61255784474488,1.478479403883
07-Apr-2019 10:52:41,1238669579.093,-33.7588,-72.5153,10,5.6,us2000kbs5,"84km WSW of San Antonio, Chile",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238668379,1238669579,16.6820809281245,42.3094471042117,369.922390220749,2569.5,0.143966682319809,0.407743219493154,0.365433772388942
09-Apr-2019 17:53:58,1238867656.423,-58.6262,-25.304,38,6.5,us600032fg,"83km ENE of Bristol Island, South Sandwich Islands",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1238866456,1238867656,25.1447325733915,44.9350190141463,1194.22592494964,2309.25,0.517148825354398,1.37739354862668,1.33245852961253
11-Apr-2019 08:18:21,1239005919.38,40.4096,143.2985,18,6,us700034d3,"143km NE of Miyako, Japan",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239004719,1239005919,23.5956614886461,31.027804166789,519.136702800007,2383.25,0.217827211916504,0.623813939772484,0.592786135605695
12-Apr-2019 11:40:49,1239104467.363,-1.8146,122.5798,15.46,6.8,us700034xq,"98km SSW of Luwuk, Indonesia",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239103267,1239104467,36.5893642974774,40.0929593078591,2814.15028050005,2103.75,1.33768284278077,3.56848696547357,3.52839400616571
12-Apr-2019 11:45:36,1239104754.591,-1.8614,122.6143,10,5.7,us700038kq,"102km S of Luwuk, Indonesia",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239103555,1239104755,15.9501788546874,72.7061532998263,3087.10283202079,2104.5,1.46690559848933,3.56848696547357,3.49578081217374
16-Apr-2019 07:30:38,1239435056.353,-35.2966,-15.486,10,5.7,us700036we,"Tristan da Cunha region",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239433856,1239435056,9.10350378695359,38.7330510514273,78.5260876831267,2361,0.0332596728856953,0.192905514747216,0.154172463695789
16-Apr-2019 09:22:32,1239441770.296,-31.1716,-179.0685,10,5.7,us700036yi,"33km NNW of L'Esperance Rock, New Zealand",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239440570,1239441770,9.80952837095336,41.0228332725473,100.64347854172,2315.25,0.0434698104056668,0.195168205866561,0.154145372594014
16-Apr-2019 09:39:37,1239442795.735,-31.0427,-178.7994,10,5.7,us700036yw,"44km NNE of L'Esperance Rock, New Zealand",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239441596,1239442796,9.17093971912032,66.7696600525845,200.054555072097,2317,0.0863420608856696,0.439752632989918,0.372982972937333
18-Apr-2019 05:01:06,1239598884.493,24.0374,121.6501,20,6.1,us700038c1,"8km NE of Hualian, Taiwan",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239597684,1239598884,19.9993223113736,56.4951830132262,422.066528895668,2230.75,0.189203868158991,1.03992285599507,0.983427672981848
18-Apr-2019 14:46:01,1239633979.733,-51.127,139.321,10,6.3,us700038m1,"Western Indian-Antarctic Ridge",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239632780,1239633980,13.7510304949761,65.6242069027727,343.574449213303,2100.25,0.163587405886586,0.503441392573568,0.437817185670795
22-Apr-2019 09:11:12,1239959490.013,14.9538,120.5149,21.84,6.1,us70003a63,"3km SSW of Floridablanca, Philippines",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239958290,1239959490,22.5923703082668,20.2001812155185,332.630861991633,2178.5,0.152688024783857,0.474583215079897,0.454383033864378
22-Apr-2019 14:49:05,1239979763.341,-56.2633,-27.3509,79,6,us70003a91,"49km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1239978563,1239979763,16.8469482315496,23.2313803621941,175.33836906903,2319.5,0.0755931748519205,0.323729988722059,0.300498608359865
22-Apr-2019 21:44:41,1240004699.97,50.2225,-130.1725,10,5.5,us70003afb,"202km WSW of Port Hardy, Canada",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1240003500,1240004700,32.7256311772218,49.1365597279769,1475.62372243881,2840.5,0.51949435748594,4.02678665128602,3.97765009155804
23-Apr-2019 05:37:53,1240033091.147,11.7547,125.2013,56,6.4,us70003aj3,"17km ESE of Tutubigan, Philippines",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1240031891,1240033091,22.1195173450852,40.7635374437404,615.512207776683,2175,0.282994118518015,0.812839342954938,0.772075805511197
23-Apr-2019 14:20:17,1240064435.83,-24.7059,-178.7639,385.58,6,us70003an0,"South of the Fiji Islands",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1240063236,1240064436,17.5438334303784,19.8348905815823,125.179123079531,2295.75,0.0545264611040102,0.31275841431207,0.292923523730488
23-Apr-2019 20:15:50,1240085768.777,28.4073,94.5605,14,5.9,us70003axc,"33km NW of Along, India",earthquake,L1:ISI-GND_STS_ETMY_Z_DQ,4,1240084569,1240085769,30.7654122831065,18.1569111011892,456.218680977335,2208.5,0.20657400089533,0.862556167722073,0.844399256620884
